theta,phi,B
0.000000000000000000e+00,2.316705197060629495e-01,2.718151734626591320e+00
0.000000000000000000e+00,2.386908384850345566e-01,2.715706232144206034e+00
0.000000000000000000e+00,2.457111572640061636e-01,2.713995941216323260e+00
0.000000000000000000e+00,2.527314760429777429e-01,2.713294032328501970e+00
0.000000000000000000e+00,2.597517948219493777e-01,2.713744231823553843e+00
0.000000000000000000e+00,2.667721136009209570e-01,2.715351634529336255e+00
0.000000000000000000e+00,2.737924323798925919e-01,2.717989697118573744e+00
0.000000000000000000e+00,2.808127511588641712e-01,2.721421662173522993e+00
0.000000000000000000e+00,2.878330699378358060e-01,2.725333045062033666e+00
0.000000000000000000e+00,2.948533887168073853e-01,2.729370704049589591e+00
0.000000000000000000e+00,3.018737074957789646e-01,2.733183521284503481e+00
0.000000000000000000e+00,3.088940262747505994e-01,2.736459874909862311e+00
0.000000000000000000e+00,3.159143450537221787e-01,2.738957821415829663e+00
0.000000000000000000e+00,3.229346638326938135e-01,2.740525099785559693e+00
0.000000000000000000e+00,3.299549826116653928e-01,2.741107530521853519e+00
0.000000000000000000e+00,3.369753013906370276e-01,2.740745904788655984e+00
0.000000000000000000e+00,3.439956201696086069e-01,2.739562838995398764e+00
0.000000000000000000e+00,3.510159389485802417e-01,2.737742138855629115e+00
0.000000000000000000e+00,3.580362577275518210e-01,2.735503859648191316e+00
0.000000000000000000e+00,3.650565765065234558e-01,2.733078418687112876e+00
0.000000000000000000e+00,3.720768952854950351e-01,2.730682833826159950e+00
0.000000000000000000e+00,3.790972140644666144e-01,2.728501511540007751e+00
0.000000000000000000e+00,3.861175328434382492e-01,2.726673118015817465e+00
0.000000000000000000e+00,3.931378516224098285e-01,2.725284087850695425e+00
0.000000000000000000e+00,4.001581704013814633e-01,2.724368407136088965e+00
0.000000000000000000e+00,4.071784891803530426e-01,2.723912576880628045e+00
0.000000000000000000e+00,4.141988079593246774e-01,2.723864203652081706e+00
0.000000000000000000e+00,4.212191267382962567e-01,2.724142510688199792e+00
0.000000000000000000e+00,4.282394455172678915e-01,2.724649195890994857e+00
0.000000000000000000e+00,4.352597642962394708e-01,2.725278419322407331e+00
0.000000000000000000e+00,4.422800830752111056e-01,2.725925187298913865e+00
0.000000000000000000e+00,4.493004018541826849e-01,2.726491905575576968e+00
0.000000000000000000e+00,4.563207206331542642e-01,2.726893299961147932e+00
0.000000000000000000e+00,4.633410394121258991e-01,2.727060172799617543e+00
0.000000000000000000e+00,4.703613581910974784e-01,2.726942538460859655e+00
0.000000000000000000e+00,4.773816769700691132e-01,2.726512562697177788e+00
0.000000000000000000e+00,4.844019957490406925e-01,2.725767461670170366e+00
0.000000000000000000e+00,4.914223145280123273e-01,2.724732169440559737e+00
0.000000000000000000e+00,4.984426333069839066e-01,2.723461246563025906e+00
0.000000000000000000e+00,5.054629520859554859e-01,2.722039264697482253e+00
0.000000000000000000e+00,5.124832708649271762e-01,2.720578832193438323e+00
0.000000000000000000e+00,5.195035896438987555e-01,2.719215560923347930e+00
0.000000000000000000e+00,5.265239084228703348e-01,2.718099612882984850e+00
0.000000000000000000e+00,5.335442272018419141e-01,2.717383963124959223e+00
0.000000000000000000e+00,5.405645459808134934e-01,2.717210095927578450e+00
0.000000000000000000e+00,5.475848647597851837e-01,2.717692414428774850e+00
0.000000000000000000e+00,5.546051835387567630e-01,2.718903085986831503e+00
0.000000000000000000e+00,5.616255023177283423e-01,2.720859275141267464e+00
0.000000000000000000e+00,5.686458210966999216e-01,2.723514671724355463e+00
0.000000000000000000e+00,5.756661398756716119e-01,2.726756883457768676e+00
0.000000000000000000e+00,5.826864586546431912e-01,2.730411657202717279e+00
0.000000000000000000e+00,5.897067774336147705e-01,2.734254092490322918e+00
0.000000000000000000e+00,5.967270962125863498e-01,2.738026121579420824e+00
0.000000000000000000e+00,6.037474149915579291e-01,2.741458677953370504e+00
0.000000000000000000e+00,6.107677337705296194e-01,2.744296285945851288e+00
0.000000000000000000e+00,6.177880525495011987e-01,2.746321384692079537e+00
0.000000000000000000e+00,6.248083713284727780e-01,2.747375619987936446e+00
0.000000000000000000e+00,6.318286901074443573e-01,2.747375619987936446e+00
0.000000000000000000e+00,6.388490088864160477e-01,2.746321384692079537e+00
0.000000000000000000e+00,6.458693276653876270e-01,2.744296285945851288e+00
0.000000000000000000e+00,6.528896464443592063e-01,2.741458677953370060e+00
0.000000000000000000e+00,6.599099652233307856e-01,2.738026121579420824e+00
0.000000000000000000e+00,6.669302840023024759e-01,2.734254092490322918e+00
0.000000000000000000e+00,6.739506027812740552e-01,2.730411657202717723e+00
0.000000000000000000e+00,6.809709215602456345e-01,2.726756883457769121e+00
0.000000000000000000e+00,6.879912403392172138e-01,2.723514671724355463e+00
0.000000000000000000e+00,6.950115591181887931e-01,2.720859275141267464e+00
0.000000000000000000e+00,7.020318778971604834e-01,2.718903085986831503e+00
0.000000000000000000e+00,7.090521966761320627e-01,2.717692414428774850e+00
0.000000000000000000e+00,7.160725154551036420e-01,2.717210095927578450e+00
0.000000000000000000e+00,7.230928342340752213e-01,2.717383963124959667e+00
0.000000000000000000e+00,7.301131530130469116e-01,2.718099612882984850e+00
0.000000000000000000e+00,7.371334717920184909e-01,2.719215560923347930e+00
0.000000000000000000e+00,7.441537905709900702e-01,2.720578832193438323e+00
0.000000000000000000e+00,7.511741093499616495e-01,2.722039264697481808e+00
0.000000000000000000e+00,7.581944281289332288e-01,2.723461246563025906e+00
0.000000000000000000e+00,7.652147469079049191e-01,2.724732169440559737e+00
0.000000000000000000e+00,7.722350656868764984e-01,2.725767461670170366e+00
0.000000000000000000e+00,7.792553844658480777e-01,2.726512562697177788e+00
0.000000000000000000e+00,7.862757032448196570e-01,2.726942538460859655e+00
0.000000000000000000e+00,7.932960220237913473e-01,2.727060172799617543e+00
0.000000000000000000e+00,8.003163408027629266e-01,2.726893299961147932e+00
0.000000000000000000e+00,8.073366595817345059e-01,2.726491905575576524e+00
0.000000000000000000e+00,8.143569783607060852e-01,2.725925187298913865e+00
0.000000000000000000e+00,8.213772971396777756e-01,2.725278419322407331e+00
0.000000000000000000e+00,8.283976159186493549e-01,2.724649195890994857e+00
0.000000000000000000e+00,8.354179346976209342e-01,2.724142510688199792e+00
0.000000000000000000e+00,8.424382534765925135e-01,2.723864203652081706e+00
0.000000000000000000e+00,8.494585722555640928e-01,2.723912576880628045e+00
0.000000000000000000e+00,8.564788910345357831e-01,2.724368407136088521e+00
0.000000000000000000e+00,8.634992098135073624e-01,2.725284087850695425e+00
0.000000000000000000e+00,8.705195285924789417e-01,2.726673118015817909e+00
0.000000000000000000e+00,8.775398473714505210e-01,2.728501511540007751e+00
0.000000000000000000e+00,8.845601661504222113e-01,2.730682833826159062e+00
0.000000000000000000e+00,8.915804849293937906e-01,2.733078418687113320e+00
0.000000000000000000e+00,8.986008037083653699e-01,2.735503859648190428e+00
0.000000000000000000e+00,9.056211224873369492e-01,2.737742138855628671e+00
0.000000000000000000e+00,9.126414412663085285e-01,2.739562838995399208e+00
